,bedrooms,age,year,bathrooms,sqft_living,view,condition,grade,floors,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15,waterfront_1,is_renovated_1,predicted_price
3539,4,54,2014,1.75,2440,0,4,9,1.0,8100,1620,820,2030,8100,0,0,813846.0
3540,3,42,2014,1.0,900,0,4,7,1.0,7500,900,0,1960,7500,0,0,342382.0
3541,3,32,2015,1.0,1410,0,3,8,1.0,9704,1140,270,1910,13639,0,0,475411.0
3542,4,38,2014,3.0,3700,0,4,10,1.0,20570,1850,1850,3080,17595,0,0,1007074.0
3543,3,7,2014,2.5,2570,0,3,9,2.5,3600,2570,0,2570,3600,0,0,737751.0
3544,4,59,2015,1.75,2500,2,3,8,1.0,20868,1600,900,2170,15026,0,0,454943.0
3545,4,49,2014,2.25,1660,0,3,8,1.0,7350,1660,0,1790,7455,0,1,487605.0
3546,3,25,2014,2.5,2080,0,3,8,2.0,9827,2080,0,2660,9861,0,0,480375.0
3547,4,93,2014,1.5,2993,0,4,7,2.0,19400,2233,760,2060,15100,0,0,456707.0
3548,4,39,2015,2.75,2460,1,3,8,1.0,9520,1680,780,2380,9600,0,0,560484.0
3549,3,60,2014,1.0,1130,0,3,7,1.5,12500,1130,0,2280,8750,0,0,362243.0
3550,4,40,2014,2.75,2950,0,4,8,1.0,15540,2120,830,2840,17136,0,0,668024.0
3551,3,69,2014,2.0,1700,0,5,6,1.0,11475,970,730,1560,11475,0,0,347375.0
3552,4,6,2014,2.0,2750,0,3,8,1.0,9001,2750,0,1340,11050,0,0,526656.0
3553,3,91,2014,2.5,2170,0,5,7,1.5,3200,1280,890,1180,1224,0,0,566012.0
3554,3,87,2014,1.0,860,0,3,7,1.5,5060,860,0,880,5060,0,0,418038.0
3555,5,8,2014,3.5,3420,0,3,10,2.0,8000,3420,0,1900,8000,0,0,1007894.0
3556,4,55,2014,2.25,1900,0,4,7,1.0,10950,1400,500,1700,11850,0,0,387561.0
3557,4,23,2014,2.25,4470,0,3,10,2.0,86225,4470,0,3850,97049,0,0,947763.0
3558,3,25,2014,2.5,2410,0,3,9,2.0,46609,2410,0,3370,40072,0,0,608152.0
3559,3,96,2014,1.5,1490,0,4,6,1.0,6604,1490,0,1330,6604,0,0,289503.0
3560,3,10,2014,2.5,1540,0,3,8,3.0,1256,1540,0,1500,1350,0,0,491413.0
3561,3,86,2014,1.0,1330,0,3,7,1.0,77972,1330,0,1340,17689,0,1,309473.0
3562,3,59,2014,1.5,1530,0,4,8,1.0,10827,1530,0,2050,10827,0,0,505297.0
3563,4,25,2014,3.25,3470,3,3,11,1.0,11843,2270,1200,3910,13247,0,0,1024308.0
3564,3,8,2015,2.25,1670,0,3,7,1.0,107157,1670,0,3310,108900,0,0,418003.0
3565,2,29,2014,2.0,1240,0,3,7,2.0,2500,1240,0,1660,5000,0,0,346765.0
3566,4,9,2014,4.25,4930,0,3,12,2.0,25714,4930,0,3620,23035,0,0,2328301.0
3567,4,1,2015,3.25,3444,0,3,8,2.0,5166,2714,730,2848,5182,0,0,591444.0
3568,3,13,2014,2.5,2070,0,3,8,2.0,7200,2070,0,1650,8877,0,0,372019.0
3569,5,90,2014,1.5,2180,0,4,7,1.5,4268,1340,840,1530,3880,0,0,572100.0
3570,3,28,2014,2.0,1310,0,3,7,1.0,2550,780,530,1460,5100,0,0,376496.0
3571,5,47,2014,3.0,3690,4,4,9,1.0,10260,2070,1620,3160,14000,0,0,1183468.0
3572,3,11,2014,2.5,1600,0,3,7,2.0,2231,1600,0,1600,2962,0,0,321813.0
3573,5,47,2014,2.5,2700,0,4,8,1.0,16570,1750,950,2570,11840,0,0,568424.0
3574,3,91,2015,1.0,1740,0,3,7,1.5,4400,1740,0,1720,4400,0,0,632670.0
3575,3,7,2014,2.0,1790,0,3,7,1.0,32379,1790,0,2290,43560,0,0,380362.0
3576,3,59,2014,1.0,1090,0,4,7,1.0,6435,1090,0,1340,6435,0,0,288975.0
3577,5,103,2014,3.5,3150,0,3,8,2.0,4120,2460,690,2080,4160,0,1,1016043.0
3578,4,58,2015,2.5,2800,2,3,7,1.0,17279,1560,1240,3060,13423,0,0,598773.0
3579,2,66,2014,1.0,790,0,3,6,1.0,4000,790,0,990,5000,0,0,270241.0
3580,3,100,2015,1.0,1380,0,5,6,1.5,7282,1380,0,860,4826,0,0,246721.0
3581,2,89,2015,1.0,1640,0,4,7,1.0,5515,940,700,2054,5515,0,0,550139.0
3582,2,62,2015,1.0,730,0,3,6,1.0,6728,730,0,1170,7034,0,0,276001.0
3583,4,8,2014,3.25,3730,0,3,10,2.0,7200,2810,920,2490,7200,0,0,775582.0
3584,4,11,2014,2.5,2070,0,3,8,2.0,7476,2070,0,2430,5500,0,0,410157.0
3585,3,6,2014,2.25,1540,0,3,8,3.0,1005,1540,0,1510,1501,0,0,502144.0
3586,4,37,2014,2.0,2190,0,4,7,1.0,14439,1180,1010,2160,14439,0,0,357260.0
3587,4,52,2015,3.75,4150,0,3,9,1.0,17424,3130,1020,3930,21420,0,1,1348212.0
3588,5,58,2015,2.0,2960,0,4,7,1.0,10960,1500,1460,2160,10960,0,0,607203.0
3589,3,6,2015,2.5,1320,0,3,7,3.0,955,1320,0,1300,1003,0,0,328224.0
3590,3,46,2014,1.0,1390,0,4,7,1.0,12823,1390,0,1390,10095,0,0,251908.0
3591,3,37,2014,2.25,1850,0,4,7,1.0,7923,1150,700,1780,7420,0,0,311859.0
3592,4,11,2014,2.5,2390,0,3,7,2.0,6976,2390,0,2390,6346,0,0,354459.0
3593,3,69,2014,1.5,880,0,5,6,1.0,6600,880,0,1020,6600,0,0,291260.0
3594,2,66,2014,1.0,810,0,3,7,1.0,4800,810,0,1240,7740,0,0,233926.0
3595,2,10,2014,2.0,1670,0,3,8,1.0,4996,1670,0,1670,4996,0,0,433183.0
3596,6,48,2014,2.5,3250,1,3,8,1.0,12000,1800,1450,3490,10320,0,0,812446.0
3597,5,61,2014,2.75,2540,0,4,7,1.0,8250,1440,1100,2540,11000,0,0,662893.0
3598,3,21,2014,2.0,1320,0,3,7,1.0,8959,1320,0,1740,7316,0,0,269499.0
3599,3,15,2014,3.25,1600,0,3,8,3.0,1298,1600,0,1600,1348,0,0,500518.0
3600,4,37,2014,2.25,2610,0,3,8,1.0,7700,1700,910,2260,8266,0,0,415786.0
3601,3,73,2015,2.0,3000,2,4,8,2.0,22040,2470,530,2600,7947,0,0,832594.0
3602,3,67,2014,1.75,1830,1,3,7,1.0,12500,1200,630,1830,7300,0,0,445605.0
3603,4,1,2015,2.5,2220,0,3,8,2.0,5900,2220,0,1620,5900,0,0,466592.0
3604,5,10,2014,5.5,6640,4,3,12,2.0,40014,6350,290,3030,23408,1,0,4109455.0
3605,5,5,2014,2.5,2340,0,3,7,2.0,5670,2340,0,2190,4869,0,0,403969.0
3606,3,24,2015,2.0,2160,0,3,10,1.0,105415,2160,0,2760,9620,0,0,670955.0
3607,3,37,2014,2.25,1740,0,5,7,1.0,10378,1740,0,1420,10167,0,0,311961.0
3608,3,29,2014,2.75,1050,0,3,7,1.0,7200,1050,0,1860,9000,0,0,297628.0
3609,4,19,2014,2.5,2240,0,3,8,2.0,7200,2240,0,1860,6600,0,0,393473.0
3610,4,20,2015,2.5,3140,0,3,10,1.5,32336,3140,0,2340,19965,0,0,781933.0
3611,4,49,2015,2.0,1660,0,3,8,1.0,12377,1660,0,1820,8968,0,0,395207.0
3612,4,15,2014,2.5,3040,0,3,8,2.0,24123,3040,0,2420,10026,0,0,530696.0
3613,2,66,2014,1.0,1210,0,4,5,1.0,17389,1210,0,2140,14419,0,0,271309.0
3614,4,10,2014,3.0,2560,0,3,9,2.0,5606,2560,0,2667,7334,0,0,564596.0
3615,4,26,2014,2.5,2040,0,3,8,2.0,7412,2040,0,2050,7830,0,0,394688.0
3616,3,108,2014,1.0,1600,0,2,7,2.0,1950,1600,0,1310,1138,0,0,433059.0
3617,6,27,2014,3.0,2320,0,4,7,1.0,4502,1200,1120,1160,5628,0,0,332997.0
3618,4,16,2014,2.5,2910,2,3,8,2.0,5776,2910,0,2550,6750,0,0,551377.0
3619,3,29,2014,2.0,1410,0,3,7,1.0,7566,1410,0,1570,7210,0,0,278334.0
3620,2,68,2015,1.0,1040,0,5,7,1.0,11500,1040,0,1300,11954,0,0,325030.0
3621,3,39,2014,1.5,1530,0,3,8,1.0,7200,1530,0,2150,7216,0,0,420930.0
3622,5,49,2014,2.25,3200,0,3,8,1.0,20158,1600,1600,3390,20158,0,0,779090.0
3623,5,3,2014,3.5,2815,0,3,9,2.0,4900,2815,0,2798,4900,0,0,581279.0
3624,3,35,2014,2.5,2180,0,4,8,1.0,15693,1850,330,2270,24000,0,0,446143.0
3625,3,42,2014,1.5,1340,0,3,7,1.0,6500,1340,0,1620,7107,0,0,313787.0
3626,4,66,2014,1.0,1900,0,4,7,1.0,9000,1290,610,1950,10800,0,0,419376.0
3627,5,14,2014,4.25,4420,0,3,11,2.0,13497,3510,910,4220,12015,0,0,1119341.0
3628,3,19,2015,2.5,1890,0,3,7,2.0,6088,1890,0,1700,6600,0,0,293488.0
3629,4,36,2015,2.75,3580,0,3,10,1.0,12000,1840,1740,2910,12428,0,0,750590.0
3630,4,91,2014,2.0,1720,0,3,6,1.0,5472,860,860,1720,5670,0,0,378215.0
3631,3,25,2014,2.5,2620,0,4,9,2.0,14096,2620,0,3010,14096,0,0,646006.0
3632,4,27,2014,2.5,1970,0,3,7,2.0,6600,1970,0,1970,7682,0,0,358438.0
3633,3,7,2015,2.5,1750,0,3,8,3.0,1381,1750,0,1940,4800,0,0,597603.0
3634,4,56,2014,1.75,1850,0,4,7,1.0,6480,1120,730,1610,5040,0,0,400608.0
3635,3,54,2015,1.0,1020,0,3,7,1.0,55756,1020,0,1490,12745,0,0,255301.0
3636,3,27,2015,2.5,1660,0,4,8,2.0,5250,1660,0,1630,5505,0,0,431825.0
3637,3,40,2014,1.75,2140,0,4,7,1.0,13068,1460,680,2090,17424,0,0,369291.0
3638,2,10,2015,1.75,1350,0,3,7,1.0,4023,1350,0,1370,3570,0,0,343195.0
3639,4,5,2015,2.5,2020,0,3,7,2.0,5100,2020,0,2300,5685,0,0,369466.0
3640,4,26,2014,3.25,4750,0,3,11,2.0,62365,4750,0,3300,31866,0,0,1288869.0
3641,0,61,2014,1.0,390,0,2,4,1.0,5900,390,0,2170,6000,0,0,236799.0
3642,3,6,2014,2.5,1210,0,3,8,3.0,1200,1210,0,1210,1200,0,0,390026.0
3643,4,58,2014,1.75,1500,0,3,7,1.0,8400,1200,300,1780,9913,0,0,364112.0
3644,4,5,2014,2.5,2550,0,3,7,2.0,5200,2550,0,2550,4660,0,0,386216.0
3645,3,58,2014,1.75,1270,0,3,7,1.0,10790,1270,0,1270,10790,0,0,300797.0
3646,3,20,2015,2.5,2150,0,3,7,2.0,161607,1330,820,2400,207781,0,0,397521.0
3647,4,23,2014,2.25,2740,0,3,7,2.0,88426,2740,0,2740,62726,0,0,574563.0
3648,4,12,2014,2.5,2630,0,3,8,3.0,4000,2630,0,1640,4000,0,0,709477.0
3649,3,67,2015,2.0,1590,0,4,7,1.0,11222,1590,0,2160,16300,0,0,464493.0
3650,4,6,2014,2.5,2310,0,3,8,2.0,4079,2310,0,1220,4800,0,0,500812.0
3651,4,23,2014,4.0,4500,0,3,12,2.0,11795,4500,0,3930,11576,0,0,1439446.0
3652,1,105,2015,1.0,720,0,3,7,1.0,2500,720,0,1520,3750,0,0,440770.0
3653,5,49,2015,2.25,2180,0,4,8,1.0,6000,1430,750,2160,8800,0,0,510882.0
3654,4,20,2014,3.75,3820,0,3,10,1.0,53574,3820,0,3140,54014,0,0,822774.0
3655,3,48,2014,1.75,1830,0,4,7,1.0,51836,1430,400,1320,51400,0,0,308610.0
3656,4,14,2014,2.5,2180,0,3,7,2.0,5367,2180,0,2180,5130,0,0,374588.0
3657,3,8,2014,2.5,2550,0,3,7,2.0,4240,2550,0,2550,4240,0,0,404809.0
3658,3,85,2015,1.0,1430,0,4,6,1.5,7599,1010,420,1290,10320,0,0,308399.0
3659,3,17,2014,2.5,2850,0,3,9,2.0,12593,2850,0,2850,9435,0,0,599971.0
3660,2,97,2014,1.0,1190,0,4,7,1.0,3400,990,200,1180,4000,0,0,460914.0
3661,4,35,2014,1.5,1930,0,3,7,2.0,15531,1930,0,1580,7800,0,0,310186.0
3662,4,9,2014,2.5,2560,1,3,8,2.0,5672,2560,0,2190,6788,0,0,543895.0
3663,3,48,2014,2.25,2180,0,4,8,1.0,9865,1660,520,2600,10034,0,0,657611.0
3664,3,13,2015,2.5,1560,0,3,7,2.0,4244,1560,0,1670,4251,0,0,329195.0
3665,3,39,2014,2.5,1740,0,4,9,2.0,13750,1740,0,2540,14300,0,0,592393.0
3666,3,60,2014,1.0,1630,3,4,8,1.0,6009,1630,0,2120,6009,0,0,574420.0
3667,5,7,2014,2.75,2620,0,3,9,2.0,6389,2620,0,2620,4504,0,0,627056.0
3668,7,30,2014,3.75,2310,0,3,8,2.0,5000,2310,0,1360,1552,0,0,603257.0
3669,4,14,2015,2.5,2730,0,3,8,2.0,4385,2730,0,2670,4644,0,0,510054.0
3670,3,25,2015,2.0,1450,0,3,7,2.0,9044,1450,0,1450,9044,0,0,275676.0
3671,1,69,2014,1.0,730,0,4,5,1.0,5005,730,0,1630,5667,0,0,263387.0
3672,2,91,2015,1.0,1460,0,3,6,1.0,7832,1460,0,1460,7632,0,0,307379.0
3673,3,26,2014,2.75,3290,0,4,10,2.0,11441,3290,0,2600,12070,0,0,966508.0
3674,4,63,2014,1.75,3140,0,3,7,1.0,12519,2320,820,2240,7308,0,1,588740.0
3675,2,9,2014,2.0,1300,0,3,8,1.0,6515,1300,0,1640,6009,0,0,364159.0
3676,3,28,2015,2.5,2590,0,3,9,1.0,35640,2590,0,2590,31200,0,0,571951.0
3677,5,56,2015,2.0,1760,1,3,8,1.0,21562,1560,200,2150,12676,0,0,385587.0
3678,4,92,2015,2.25,1830,2,3,8,2.0,7200,1750,80,3100,7200,0,0,795866.0
3679,5,25,2014,3.5,2730,0,3,8,1.0,42500,1530,1200,3180,37970,0,0,582395.0
3680,3,21,2015,2.5,1730,0,3,8,2.0,8076,1730,0,1780,6930,0,0,328570.0
3681,5,35,2014,2.25,3480,0,3,8,2.0,9200,3480,0,3130,9200,0,0,633640.0
3682,4,2,2015,3.25,4140,0,3,10,2.0,11007,4140,0,2150,9663,0,0,1184086.0
3683,2,70,2015,1.0,880,0,4,7,2.0,1712,880,0,1360,1748,0,0,480784.0
3684,3,56,2015,1.0,830,0,3,7,1.0,9600,830,0,1240,9198,0,0,208175.0
3685,4,56,2014,2.0,1740,0,5,8,1.0,9000,1740,0,1850,7700,0,0,514465.0
3686,3,37,2014,1.75,1920,0,4,8,1.0,7400,1260,660,2360,8048,0,0,400223.0
3687,4,68,2014,2.75,2860,1,5,7,1.0,6867,1560,1300,2290,5350,0,0,758619.0
3688,4,107,2015,2.0,1950,0,4,6,1.0,3757,1160,790,1720,3757,0,0,500657.0
3689,3,38,2014,2.5,1340,0,4,7,1.0,10018,1340,0,2520,13068,0,0,479868.0
3690,3,11,2015,2.5,1480,0,3,7,2.0,4729,1480,0,2250,4729,0,0,340194.0
3691,5,13,2014,3.5,3840,0,3,9,2.0,8279,3840,0,3570,8279,0,0,865646.0
3692,3,18,2015,2.0,1400,0,3,7,1.0,218252,1400,0,2230,218222,0,0,408543.0
3693,4,9,2015,3.5,4030,0,3,10,2.0,1024068,4030,0,1830,11700,0,0,1294910.0
3694,3,61,2015,1.5,1730,1,3,8,1.0,6240,1000,730,1620,6240,0,0,569478.0
3695,3,48,2014,2.5,1700,0,5,7,2.0,7210,1700,0,1700,7566,0,0,379668.0
3696,2,65,2015,1.0,1100,0,3,7,1.0,3975,900,200,1110,4280,0,0,415962.0
3697,4,13,2014,2.5,2290,0,3,7,2.0,4539,2290,0,1710,7200,0,0,359214.0
3698,2,40,2014,1.75,1050,0,4,8,1.0,2926,1050,0,1150,3802,0,0,296150.0
3699,2,63,2014,1.0,790,0,3,7,1.0,14200,790,0,1430,10000,0,0,168652.0
3700,4,24,2014,2.5,2680,0,4,8,2.0,7700,2680,0,2400,7700,0,0,503108.0
3701,3,72,2014,1.0,1040,0,3,7,1.0,6250,1040,0,1770,6250,0,0,450134.0
3702,3,60,2015,2.0,1910,0,3,8,1.0,13505,1910,0,2010,8000,0,0,537469.0
3703,4,40,2014,3.0,2390,0,3,7,2.0,4500,2390,0,1320,4500,0,0,447627.0
3704,3,15,2014,2.0,1770,0,3,8,3.0,2150,1770,0,2010,3200,0,0,551042.0
3705,3,78,2014,1.75,1330,0,5,6,1.0,9417,710,620,1690,7937,0,0,276944.0
3706,3,33,2014,2.5,3220,2,4,9,2.0,54160,2690,530,3460,44374,0,0,914760.0
3707,3,84,2014,4.25,2820,0,4,10,2.0,7200,2460,360,3300,7522,0,0,1658295.0
3708,2,95,2014,1.75,1010,0,5,7,1.5,4000,1010,0,1470,4000,0,0,530990.0
3709,3,92,2014,1.5,1760,0,3,8,2.0,4000,1760,0,1760,4000,0,0,670739.0
3710,4,16,2015,2.5,1970,0,3,8,2.0,5106,1970,0,2230,5109,0,0,441677.0
3711,4,53,2014,2.0,2240,0,5,8,1.0,11040,1120,1120,1790,11040,0,0,501724.0
3712,2,76,2014,1.0,800,0,3,7,1.0,5080,800,0,1560,5110,0,0,350285.0
3713,3,29,2015,2.0,1160,0,3,7,1.0,10079,1160,0,1130,10087,0,0,297472.0
3714,4,58,2015,2.25,1950,1,3,8,1.0,7000,1450,500,1840,6440,0,0,591130.0
3715,2,65,2014,1.0,1270,0,4,7,1.0,7440,910,360,1040,7500,0,0,320084.0
3716,3,36,2014,2.25,2110,0,4,8,2.0,11319,2110,0,1860,11319,0,0,450505.0
3717,3,19,2014,2.5,2150,0,3,8,2.0,8060,2150,0,2150,7172,0,0,407432.0
3718,4,65,2014,1.75,1730,0,5,7,2.0,5922,1730,0,1700,6127,0,0,435336.0
3719,3,35,2014,2.25,1800,0,3,7,1.0,7371,1280,520,1960,7675,0,0,336321.0
3720,4,35,2014,2.25,2100,0,3,8,2.0,7350,2100,0,1780,7350,0,0,389768.0
3721,4,51,2014,1.75,1440,0,4,7,1.0,8114,1440,0,1940,7208,0,0,397086.0
3722,3,0,2014,2.0,1670,0,3,7,1.0,4441,1670,0,1670,4622,0,0,296282.0
3723,3,40,2014,1.5,1490,0,3,7,1.0,7275,1090,400,1420,7330,0,0,290203.0
3724,2,29,2015,1.75,1350,0,3,7,2.0,2653,1350,0,1370,4115,0,0,354208.0
3725,2,66,2015,1.0,840,0,4,7,1.0,5100,840,0,1550,5100,0,0,394707.0
3726,3,8,2014,3.5,1460,0,3,8,2.0,1021,1150,310,1460,1245,0,0,454952.0
3727,5,50,2014,3.0,2870,0,3,7,1.0,5700,1950,920,1730,5529,0,0,453317.0
3728,3,7,2014,2.5,1780,0,3,8,3.0,1754,1780,0,1780,1607,0,0,517878.0
3729,3,21,2014,2.5,1980,2,3,8,3.0,2975,1980,0,1980,3144,0,0,642830.0
3730,6,34,2014,3.0,3030,0,4,8,1.0,31920,1670,1360,2890,35100,0,0,560811.0
3731,2,57,2014,1.75,1960,0,3,7,1.0,30144,980,980,1960,10140,0,0,343747.0
3732,3,73,2014,1.0,1280,0,4,5,1.5,10500,1280,0,1410,10500,0,0,243642.0
3733,3,21,2014,2.25,2220,0,3,7,1.0,4060,1330,890,1930,5625,0,0,409944.0
3734,6,65,2015,2.75,3240,0,4,6,1.0,5750,2160,1080,1230,5750,0,0,494718.0
3735,4,106,2015,2.75,2410,0,5,8,1.5,5650,2070,340,1960,5650,0,0,826776.0
3736,2,64,2014,1.0,730,0,3,6,1.0,6000,730,0,1750,7200,0,1,268853.0
3737,4,16,2014,2.5,2250,0,3,8,2.0,50155,2250,0,2040,57857,0,0,500847.0
3738,4,93,2015,3.0,2490,0,3,8,1.5,4325,1690,800,1960,4284,0,1,830782.0
3739,2,77,2014,1.0,1160,0,4,8,1.0,5000,1160,0,1750,5000,0,0,576650.0
3740,3,22,2014,2.5,2340,0,3,7,2.0,6837,2340,0,1850,6209,0,0,360406.0
3741,4,105,2014,1.75,2100,0,3,8,2.0,6613,2100,0,1630,5750,0,1,620494.0
3742,2,1,2015,2.25,1460,0,3,9,2.0,1851,1180,280,1800,4269,0,0,561473.0
3743,3,27,2015,2.0,1490,0,3,7,1.0,7651,1490,0,1590,7795,0,0,263953.0
3744,3,19,2014,2.5,2970,0,3,9,1.0,11985,1770,1200,2990,12049,0,0,642369.0
3745,3,63,2014,2.0,1840,0,5,7,1.0,4750,1010,830,1760,5510,0,0,545153.0
3746,6,50,2015,2.75,2980,4,3,8,1.0,20000,2130,850,2730,20000,0,0,751407.0
3747,1,96,2014,1.0,1310,0,1,6,1.5,8667,1310,0,1130,4800,0,0,189537.0
3748,4,4,2015,2.75,2810,0,3,9,2.0,5497,2810,0,2990,5842,0,0,564519.0
3749,3,7,2015,2.5,1490,0,3,10,2.0,1410,1300,190,1490,1715,0,0,613540.0
3750,4,1,2015,3.5,3830,0,3,10,2.0,8963,3120,710,2190,10777,0,0,1316936.0
3751,1,107,2015,1.0,1660,0,4,7,1.0,5422,830,830,1100,5356,0,0,374726.0
3752,4,79,2015,3.0,3710,2,5,10,2.0,20000,2760,950,3970,20000,0,0,2184157.0
3753,4,20,2014,2.5,2650,0,3,11,2.0,18903,2650,0,3270,18843,0,0,789328.0
3754,2,58,2014,0.75,1130,0,3,7,1.0,11429,1130,0,1550,10700,0,0,248506.0
3755,4,25,2014,2.75,4600,4,3,10,1.0,322188,2400,2200,3740,114562,0,0,1140873.0
3756,4,45,2014,1.75,1820,0,4,7,1.0,14319,1820,0,1440,10018,0,0,321618.0
3757,2,8,2014,1.5,800,0,3,7,2.0,2142,800,0,1320,2742,0,0,256360.0
3758,4,94,2014,1.0,1920,0,3,7,1.5,6480,1920,0,1600,6470,0,0,424699.0
3759,6,48,2014,3.0,1880,0,4,7,1.0,7200,1880,0,1540,13022,0,0,362385.0
3760,3,63,2014,2.0,2010,3,3,7,2.0,7017,2010,0,2450,6045,0,1,524992.0
3761,3,25,2014,2.25,1500,0,3,7,1.0,9656,1170,330,1690,9656,0,0,282759.0
3762,6,48,2014,4.5,2940,0,4,8,1.5,7500,2940,0,2010,7500,0,0,538277.0
3763,4,88,2014,1.0,2080,0,5,7,1.5,3500,1260,820,1380,5900,0,0,433653.0
3764,2,89,2015,1.0,1120,0,3,7,1.0,4000,1120,0,1620,4000,0,0,516318.0
3765,2,5,2014,2.25,1390,0,3,7,3.0,1222,1340,50,1480,1369,0,0,425119.0
3766,4,18,2014,2.5,2620,0,3,8,2.0,7553,2620,0,2620,11884,0,0,510687.0
3767,3,54,2014,1.75,2080,0,3,7,1.0,9162,1370,710,1870,8944,0,0,368880.0
3768,3,7,2014,2.5,3040,0,3,9,2.0,4535,3040,0,2670,4666,0,0,644578.0
3769,2,96,2014,1.0,960,0,3,6,1.0,4000,960,0,1210,4000,0,0,311337.0
3770,5,6,2014,3.75,4470,0,3,11,2.0,8088,4470,0,2780,8964,0,0,1483107.0
3771,3,7,2014,2.0,1470,0,3,8,2.0,1691,1000,470,1660,4000,0,0,490123.0
3772,4,64,2014,1.75,1760,0,4,7,1.0,5356,920,840,1680,5184,0,0,479038.0
3773,3,11,2015,2.5,2480,0,3,7,2.0,5082,2480,0,2480,5874,0,0,392941.0
3774,3,20,2014,2.5,1730,0,3,8,2.0,6930,1730,0,1780,6930,0,0,329849.0
3775,5,53,2015,2.5,2350,0,4,8,1.0,14197,1220,1130,2470,11629,0,0,599306.0
3776,4,93,2014,1.0,1630,0,3,7,1.5,2566,1630,0,1220,2314,0,0,465644.0
3777,3,36,2014,1.75,1130,0,3,7,1.0,7000,1130,0,1830,8880,0,0,258544.0
3778,4,38,2015,2.75,2290,0,3,8,2.0,7000,2290,0,2000,7200,0,0,479128.0
3779,4,7,2014,3.5,3910,0,3,9,2.0,8095,3130,780,3770,7021,0,0,925121.0
3780,3,42,2014,1.75,2000,0,3,8,1.0,7480,1320,680,2000,8610,0,0,442746.0
3781,6,77,2014,2.25,2660,0,3,7,2.0,13579,2660,0,1120,8242,0,1,565173.0
3782,5,11,2014,3.5,5110,0,3,10,2.0,10018,3850,1260,1790,10018,0,0,1234589.0
3783,2,67,2014,1.0,1220,0,4,6,1.0,17172,1220,0,1510,12915,0,0,258901.0
3784,3,37,2015,1.75,1830,0,4,8,1.0,9620,1830,0,1990,8280,0,0,374600.0
3785,4,20,2014,2.75,3220,0,3,11,2.0,15467,3220,0,3670,16641,0,0,904866.0
3786,5,26,2015,3.0,2270,0,3,7,1.0,5001,1360,910,1950,5500,0,0,461009.0
3787,3,64,2015,1.75,1930,1,4,7,1.0,9000,1150,780,1590,9000,0,0,444991.0
3788,3,61,2014,1.0,1630,0,5,7,1.0,10304,1630,0,1480,8515,0,0,371380.0
3789,4,9,2015,4.0,5610,0,3,11,3.0,11063,4750,860,4560,11063,0,0,1431384.0
3790,3,45,2014,1.0,1100,0,3,7,1.0,10125,1100,0,1570,10650,0,0,277014.0
3791,3,35,2014,1.75,3400,0,3,7,1.0,46382,2050,1350,2320,20624,0,0,471317.0
3792,3,48,2014,1.5,1860,0,4,7,1.0,17640,1860,0,1860,17820,0,0,319328.0
3793,3,6,2015,2.25,1620,0,3,8,3.0,1057,1540,80,1390,942,0,0,435611.0
3794,3,28,2015,2.25,1880,0,3,8,2.0,11556,1880,0,1880,12000,0,0,435915.0
3795,4,1,2014,2.5,2900,0,3,8,2.0,6736,2900,0,2900,6736,0,0,546545.0
3796,5,105,2014,2.0,2940,0,4,9,2.0,5500,2340,600,2940,5500,0,0,1246818.0
3797,3,45,2014,2.0,1450,0,4,7,1.0,6081,1450,0,1880,6000,0,0,335306.0
3798,6,42,2015,1.75,2750,0,4,8,2.0,9563,2750,0,2040,9563,0,0,460563.0
3799,2,6,2014,1.75,1160,0,3,7,2.0,2500,1160,0,970,7500,0,0,248390.0
3800,3,19,2014,2.5,2210,3,3,9,2.0,70567,2210,0,2000,73616,0,0,552936.0
3801,5,93,2014,2.0,2880,0,3,8,2.0,12000,2880,0,1720,5000,0,0,744568.0
3802,3,13,2015,3.25,4110,0,3,9,2.0,20900,2630,1480,2640,14700,0,0,778510.0
3803,3,58,2014,1.75,2090,0,3,7,1.0,6258,1390,700,1790,5793,0,0,402494.0
3804,2,99,2014,1.0,660,0,3,6,1.0,5000,660,0,1000,5000,0,0,270891.0
3805,3,10,2014,2.5,1330,0,3,8,3.0,1064,1330,0,1330,1113,0,0,420300.0
3806,3,44,2015,2.5,1900,0,3,8,2.0,18414,1900,0,2900,39921,0,1,628660.0
3807,5,1,2014,2.75,2930,0,3,9,2.0,7663,2930,0,2750,10335,0,0,692815.0
3808,2,110,2014,1.75,1560,0,4,6,1.0,1750,780,780,1850,3600,0,0,470634.0
3809,3,48,2014,2.25,2070,2,3,8,2.0,2833,1490,580,1940,3794,0,0,593527.0
3810,2,68,2015,1.0,890,0,3,7,1.0,6095,890,0,1450,5985,0,0,374736.0
3811,5,39,2014,2.5,2620,0,3,8,1.0,8050,1520,1100,2030,7676,0,0,479875.0
3812,3,24,2014,2.5,1950,0,3,7,2.0,8251,1950,0,1540,8588,0,0,276031.0
3813,4,9,2014,2.75,2720,0,3,9,2.0,4613,2720,0,2830,4836,0,0,549913.0
3814,3,60,2014,2.5,2820,1,4,8,1.0,10208,1410,1410,1540,10684,0,0,596526.0
3815,3,16,2014,2.5,2010,0,3,8,2.0,4195,2010,0,2010,5779,0,0,471009.0
3816,4,54,2015,2.0,2040,1,3,7,2.0,8281,2040,0,2560,8281,0,0,430580.0
